"TID","UA"
"TID_BT21_BULL_SKIN","БУЛЛ MANG"
"TID_BT21_BULL_SKIN_SHOP","БУЛЛ\nMANG"
"TID_BT21_BIBI_SKIN","БІБІ RJ"
"TID_BT21_BIBI_SKIN_SHOP","БІБІ\nRJ"
"TID_BT21_JACKY_SKIN","ДЖЕКІ COOKY"
"TID_BT21_JACKY_SKIN_SHOP","ДЖЕКІ\nCOOKY"
"TID_BT21_TICK_SKIN","ТІК SHOOKY"
"TID_BT21_TICK_SKIN_SHOP","ТІК\nSHOOKY"
"TID_POSTAL_BROCK_SKIN","ПОШТАР БРОК"
"TID_POSTAL_BROCK_SKIN_SHOP","ПОШТАР\nБРОК"
"TID_MAKE_EMZ_SKIN","ДІДЖЕЙ 3.M.Z"
"TID_MAKE_EMZ_SKIN_SHOP","ДІДЖЕЙ 3.M.Z"
"TID_SHARK_JAW_COLT_SKIN","АКУЛА КОЛЬТ"
"TID_SHARK_JAW_COLT_SKIN_SHOP","АКУЛА\nКОЛЬТ"
"TID_OCTO_FANG_SKIN","ВОСЬМИНІГ ФЕНГ"
"TID_OCTO_FANG_SKIN_SHOP","ВОСЬМИНІГ\nФЕНГ"
"TID_CORAL_BELLE_SKIN","КОРАЛ БЕЛЛЬ"
"TID_CORAL_BELLE_SKIN_SHOP","КОРАЛ\nБЕЛЛЬ"
"TID_PHARA_OTIS_SKIN","ФАРАОТІС"
"TID_PHARA_OTIS_SKIN_SHOP","ФАРАОТІС"
"TID_RANKED_SUGGESTING_BRAWLER","Запропонувати бійця гравцеві <NAME>"
"TID_RANKED_BRAWLER_SUGGESTED","БІЄЦЬ ЗАПРОПОНОВАНИЙ"
"TID_RANKED_SUGGESTION","<NAME> пропонує тобі вибрати бійця <BRAWLER>."
"TID_CLUB_EVENTS_STARTS_IN","До початку:"
"TID_CLUB_EVENTS_ACTIVE_FOR","Активно:"
"TID_GAME_MODE_28","МИСЛИВЦІ"
"TID_GAME_MODE_28_DESC","Сезон полювання відкрито!\n\nЗбирай очки, вистежуючи та перемагаючи противників. Матч виграє гравець, який ПЕРШИМ набере <MAX_SCORE> очок!"
"TID_DEATHMATCH_FFA_INTRO_TEXT","Перемагай противників!"
"TID_NOTIFICATION_DEATHMATCH_FFA","Нова карта в режимі «МИСЛИВЦІ»! Вперед за нагородами!"
"TID_DEATHMATCH_FFA_1","Випробування та труднощі"
"TID_DEATHMATCH_FFA_2","Мисливський сезон"
"TID_DEATHMATCH_FFA_3","Здобич"
"TID_DEATHMATCH_FFA_4","Швидкість і витривалість"
"TID_DEATHMATCH_FFA_5","Позбавлення"
"TID_DEATHMATCH_FFA_6","Справжній шлях"
"TID_DEATHMATCH_FFA_7","Омега"
"TID_CLUB_EVENTS_CHANGED_CLUB","Ти можеш грати тільки за клуб, у якому був розпочатий цей тиждень.\n\nДочекайся наступного тижня, щоб зіграти за цей клуб!\n\nДо наступного тижня: <TIME>"
"TID_CLUB_QUESTS_CURRENT_CLUB_POINTS","Загальна кількість очок, набрана твоїм клубом за цей тиждень."
"TID_CLUB_QUESTS_THIS_WEEKS_QUESTS","КВЕСТИ КЛУБУ НА ЦЬОМУ ТИЖНІ"
"TID_SPEC_ABI_ARTILLERY_DUDE_1","ПОВНІ СКРИНІ"
"TID_SPEC_ABI_ARTILLERY_DUDE_1_DESC","Область ураження золотих мішечків Пенні розширюється на <c00cc00><VALUE1> %</c> після кожного влучання."
"TID_SPEC_ABI_ARTILLERY_DUDE_2","МЕГАБЛАСТЕР"
"TID_SPEC_ABI_ARTILLERY_DUDE_2_DESC","Під час встановлення гармата Пенні завдає <c00cc00><VALUE1></c> од. шкоди та відкидає ворогів убік."
"TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1","Бочка З СОЛЛЮ"
"TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1_DESC","Пенні ставить бочку з сіллю, яка блокує снаряди противників. З її допомогою Пенні також може підривати власні мішечки із золотом."
"TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2","ПІДЗОРНА ТРУБА"
"TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2_DESC","Гармата Пенні стріляє по кожному видимому ворогу в радіусі дії."
"TID_RANDOM_GAME_MODE_DESC","Бій у випадковому ігровому режимі з випадковою картою та модифікатором. Ніколи не знаєш, що тобі випаде!"
"TID_CLUB_QUESTS_EXPIRED","КВЕСТ ПРОСТРОЧЕНИЙ"
"TID_CLUB_LEAGUE_ACTIVE","ТИЖДЕНЬ ЛІГИ активний"
"TID_CLUB_QUESTS_TUTORIAL","Пройди 3 клубні квести на цьому тижні, щоб заробити очки для клубу."
"TID_CLUB_QUESTS_YOUR_QUESTS","ТВОЇ КВЕСТИ КЛУБУ НА ЦЬОМУ ТИЖНІ"
"TID_CLUB_QUESTS_NEW_QUESTS","НОВІ КВЕСТИ КЛУБУ"
"TID_CLUB_QUESTS_REWARDS_INCREASED","Твої максимальні нагороди в Лізі клубів і квестах клубу збільшилися."
"TID_BRAWLBALL_441","Подвійний ризик"
"TID_BRAWLBALL_442","Нехай пострибає"
"TID_KNOCKOUT_441","Таємний ворог"
"TID_KNOCKOUT_442","У чистому полі"
"TID_BANKHEIST_441","Річкові береги"
"TID_BANKHEIST_442","Потрійний виграш"
"TID_GEMGRAB_441","Оптимізм"
"TID_GEMGRAB_442","Дуалізм"
"TID_BOUNTY_441","Не оглядайся"
"TID_BOUNTY_442","Пліч-о-пліч"
"TID_HOTZONE_441","Тризубець"
"TID_HOTZONE_442","Дисбаланс"
"TID_SHOWDOWN_441","У тісних рамках"
"TID_SHOWDOWN_442","Широкий кругозір"
"TID_TRUE_GOLD_FANG_SKIN","ЗОЛОТИЙ ФЕНГ"
"TID_TRUE_GOLD_FANG_SKIN_SHOP","ЗОЛОТИЙ\nФЕНГ"
"TID_TRUE_SILVER_FANG_SKIN","СРІБНИЙ ФЕНГ"
"TID_TRUE_SILVER_FANG_SKIN_SHOP","СРІБНИЙ\nФЕНГ"
"TID_TRUE_GOLD_BONNIE_SKIN","ЗОЛОТА БОННІ"
"TID_TRUE_GOLD_BONNIE_SKIN_SHOP","ЗОЛОТА\nБОННІ"
"TID_TRUE_SILVER_BONNIE_SKIN","СРІБНА БОННІ"
"TID_TRUE_SILVER_BONNIE_SKIN_SHOP","СРІБНА\nБОННІ"
"TID_TRUE_GOLD_JANET_SKIN","ЗОЛОТА ДЖАНЕТ"
"TID_TRUE_GOLD_JANET_SKIN_SHOP","ЗОЛОТА\nДЖАНЕТ"
"TID_TRUE_SILVER_JANET_SKIN","СРІБНА ДЖАНЕТ"
"TID_TRUE_SILVER_JANET_SKIN_SHOP","СРІБНА\nДЖАНЕТ"
"TID_TRUE_GOLD_GROM_SKIN","ЗОЛОТИЙ ГРОМ"
"TID_TRUE_GOLD_GROM_SKIN_SHOP","ЗОЛОТИЙ\nГРОМ"
"TID_TRUE_SILVER_GROM_SKIN","СРІБНИЙ ГРОМ"
"TID_TRUE_SILVER_GROM_SKIN_SHOP","СРІБНИЙ\nГРОМ"
"TID_TRUE_GOLD_EVE_SKIN","ЗОЛОТА ЄВА"
"TID_TRUE_GOLD_EVE_SKIN_SHOP","ЗОЛОТА\nЄВА"
"TID_TRUE_SILVER_EVE_SKIN","СРІБНА ЄВА"
"TID_TRUE_SILVER_EVE_SKIN_SHOP","СРІБНА\nЄВА"
"TID_BRAWL_PASS_SEASON_12","МОРСЬКІ ГЛИБИНИ"
"TID_TRIPLE_TAKEDOWN","3 ОЧКИ ОДРАЗУ!"
"TID_TRIPLE_TAKEDOWN_PLAYER","<name> — ТРИ ОЧКИ ПОСЛІДОВНО!"
"TID_QUAD_TAKEDOWN","4 ОЧКИ ОДРАЗУ!"
"TID_QUAD_TAKEDOWN_PLAYER","<name> — ЧОТИРИ ОЧКИ ПОСЛІДОВНО!"
"TID_WEAPON_THROWER","СЕМ"
"TID_WEAPON_THROWER_SHORT_DESC","ВБИВЦЯ"
"TID_WEAPON_THROWER_DESC","Сем — колишній фабричний робітник, який приєднався до банди Золотої руки. Він допомагає Белль, прикриваючи її під час пограбувань!"
"TID_WEAPON_THROWER_WEAPON","ПУДОВІ КУЛАКИ"
"TID_WEAPON_THROWER_WEAPON_DESC","Сем завдає два потужні удари, які завдають ще більше шкоди, якщо він у рукавичках."
"TID_WEAPON_THROWER_ULTI","ЗАЛІЗНІ РУКАВИЧКИ"
"TID_WEAPON_THROWER_ULTI_DESC","Сем кидає рукавички, і вони завдають шкоди всім ворогам, яких зачеплять, перш ніж впасти на землю. Наступний Супер Сема повертає рукавички і також завдає шкоди."
"TID_SPEC_ABI_WEAPON_THROWER_1","З НОВИМИ СИЛАМИ"
"TID_SPEC_ABI_WEAPON_THROWER_1_DESC","Отримавши залізні рукавички назад, Сем миттєво відновлює <c00cc00><VALUE1> %</c> здоров’я."
"TID_SPEC_ABI_WEAPON_THROWER_2","БЕЗКОНТАКТНА ЗАРЯДКА"
"TID_SPEC_ABI_WEAPON_THROWER_2_DESC","Рукавички Сема, що лежать на землі, заряджають його Супер, якщо поруч із ними є противники."
"TID_ACCESSORY_WEAPON_THROWER_GADGET_1","МАГНІТНЕ ПОЛЕ"
"TID_ACCESSORY_WEAPON_THROWER_GADGET_1_DESC","Сем активує рукавички, що лежать на землі, і вони притягують до себе ворогів поблизу."
"TID_ACCESSORY_WEAPON_THROWER_GADGET_2","УДАР СТРУМОМ"
"TID_ACCESSORY_WEAPON_THROWER_GADGET_2_DESC","Наступного разу, коли Сем кине рукавички, при приземленні вони випустять електричний розряд, відкидаючи ворогів."
"TID_ACCESSORY_BLOCKED_MISSING_GAUNTLETS","Рукавички не на землі!"
"TID_ACCESSORY_BLOCKED_GAUNTLETS_TOO_FAR","Рукавички занадто далеко!"
"TID_ACCESSORY_BLOCKED_GAUNTLETS_REQUIRED","Потрібні рукавички!"
"TID_SOUL_COLLECTOR","ГАС"
"TID_SOUL_COLLECTOR_SHORT_DESC","ПІДТРИМКА"
"TID_SOUL_COLLECTOR_DESC","Малюк Гас такий блідий, що його часто приймають за привида. Втім, йому це подобається, адже він обожнює все моторошне і надприродне!"
"TID_SOUL_COLLECTOR_WEAPON","ПРИВИДНІ КУЛІ"
"TID_SOUL_COLLECTOR_WEAPON_DESC","Гас стріляє по ворогах повітряними кулями. Після кількох влучань поспіль з’являється привид. Збираючи привидів, Гас або його союзники частково відновлюють здоров’я."
"TID_SOUL_COLLECTOR_ULTI","СПУКІ"
"TID_SOUL_COLLECTOR_ULTI_DESC","Спукi (повітряна куля і за сумісництвом найкращий друг Гаса) створює щит навколо Гаса або одного з союзників, а також відкидає ворогів."
"TID_SPEC_ABI_SOUL_COLLECTOR_1","НА ЗДОРОВ’Я"
"TID_SPEC_ABI_SOUL_COLLECTOR_1_DESC","Привиди відновлюють на <c00cc00><VALUE1> %</c> більше здоров’я."
"TID_SPEC_ABI_SOUL_COLLECTOR_2","ДУХОВНИЙ ЗВ’ЯЗОК"
"TID_SPEC_ABI_SOUL_COLLECTOR_2_DESC","Спукi збільшує шкоду союзника на <c00cc00><VALUE1> %</c> протягом <c00cc00><VALUE2></c> с."
"TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1","ЛОПНУТА КУЛЯ"
"TID_ACCESSORY_SOUL_COLLECTOR_GADGET_1_DESC","Усі незібрані привиди вибухають, завдаючи <c00cc00><VALUE1></c> од. шкоди ворогам поблизу."
"TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2","ПЕРЕНЕСЕННЯ ДУШІ"
"TID_ACCESSORY_SOUL_COLLECTOR_GADGET_2_DESC","Гас миттєво втрачає <ccc0000><VALUE1> %</c> здоров’я, зате отримує <c00cc00><VALUE2> %</c> заряду для привидної шкали."
"TID_ACCESSORY_BLOCKED_MISSING_SOULS","Не вистачає привидів!"
"TID_ACCESSORY_BLOCKED_SPIRIT_ALREADY_FULL","Привидна шкала вже заповнена!"
"TID_SKIN_INFO_OUTLAW","ГОЛОВОРІЗИ"
"TID_EMOJI_SURGE_TEAM","NAVI"
"TID_EMOJI_MORTIS_TEAM","SK"
"TID_EMOJI_SPIKE_TEAM","INTZ"
"TID_EMOJI_PRIMO_TEAM","TQ"
"TID_EMOJI_COLT_TEAM","STMN"
"TID_EMOJI_NITA_TEAM","OBEY"
"TID_EMOJI_LEON_TEAM","QLASH"
"TID_EMOJI_JESSIE_TEAM","ZETA"
"TID_EMOJI_EMZ_TEAM","TRIBE"
"TID_EMOJI_SHELLY_TEAM","TOTEM"
"TID_SKIN_INFO_MECHA","МЕХА-ЗАГІН"
"TID_SCID_REQUIRED_DESC","Гравцям твого віку необхідно підключити гру до Supercell ID."
"TID_SCID_REQUIRED_CONNECT","ПІДКЛЮЧИТИ"
"TID_LOGIN_CALENDAR_POPULAR","ПОПУЛЯРНО"
"TID_TRAIT_SUPER_START","Цей боєць починає гру з повністю зарядженим Супером."
"TID_GAME_MODE_29","ОСТАННІЙ РУБІЖ"
"TID_GAME_MODE_29_DESC","Браковані роботи підняли повстання! 8-БІТ — наша єдина надія. Він знає секретний код і має залишитися живим. Щоб перемогти, захищай 8-БІТ від злих роботів, поки не вийде час.\n\nЗбирай монети, щоб 8-БІТ залишався в строю!"
"TID_GAME_MODE_29_INTRO_TEXT","Захищай 8-БІТ!"
"TID_LAST_STAND_1","Ліквідатор"
"TID_LAST_STAND_2","Важкий день"
"TID_LAST_STAND_3","Повстання роботів"
"TID_LAST_STAND_4","Порятунок"
"TID_LAST_STAND_5","Перегоріла проводка"
"TID_LAST_STAND_6","Темна доля"
"TID_INBOX_CAPTION_55","Нагорода за квест:"
"TID_ESPORTS_OFFER_TITLE","ЧЕМПІОНАТ"
"TID_ESPORTS_OFFER_SUBTITLE_PINS","Комплект значків"
"TID_ESPORTS_OFFER_SUBTITLE_THUMBNAILS","Іконки гравця"
"TID_ESPORTS_OFFER_SUBTITLE_EACH","ЗА 1"
"TID_ESPORTS_OFFER_SUBTITLE_ALREADY_OWNED","Вже є!"
"TID_ESPORTS_OFFER_ITEM_PINS","Значок"
"TID_ESPORTS_OFFER_ITEM_THUMBNAILS","Іконка гравця"
"TID_EMOTE_BUNDLE_MORTIS_MECHA_PACK","Набір значків «Мортіс-меха»"
"TID_BRAWL_PASS_SEASON_13","ФАБРИКА РОБОТІВ"
"TID_TRUE_GOLD_OTIS_SKIN","ЗОЛОТИЙ ОТІС"
"TID_TRUE_GOLD_OTIS_SKIN_SHOP","ЗОЛОТИЙ\nОТІС"
"TID_TRUE_SILVER_OTIS_SKIN","СРІБНИЙ ОТІС"
"TID_TRUE_SILVER_OTIS_SKIN_SHOP","СРІБНИЙ\nОТІС"
"TID_TRUE_GOLD_SQUEAK_SKIN","ЗОЛОТИЙ СКУЇК"
"TID_TRUE_GOLD_SQUEAK_SKIN_SHOP","ЗОЛОТИЙ\nСКУЇК"
"TID_TRUE_SILVER_SQUEAK_SKIN","СРІБНИЙ СКУЇК"
"TID_TRUE_SILVER_SQUEAK_SKIN_SHOP","СРІБНИЙ\nСКУЇК"
"TID_TRUE_GOLD_BYRON_SKIN","ЗОЛОТИЙ БАЙРОН"
"TID_TRUE_GOLD_BYRON_SKIN_SHOP","ЗОЛОТИЙ\nБАЙРОН"
"TID_TRUE_SILVER_BRYON_SKIN","СРІБНИЙ БАЙРОН"
"TID_TRUE_SILVER_BYRON_SKIN_SHOP","СРІБНИЙ\nБАЙРОН"
"TID_TRUE_GOLD_GRIFF_SKIN","ЗОЛОТИЙ ГРІФФ"
"TID_TRUE_GOLD_GRIFF_SKIN_SHOP","ЗОЛОТИЙ\nГРІФФ"
"TID_TRUE_SILVER_GRIFF_SKIN","СРІБНИЙ ГРІФФ"
"TID_TRUE_SILVER_GRIFF_SKIN_SHOP","СРІБНИЙ\nГРІФФ"
"TID_TRUE_GOLD_EDGAR_SKIN","ЗОЛОТИЙ ЕДГАР"
"TID_TRUE_GOLD_EDGAR_SKIN_SHOP","ЗОЛОТИЙ\nЕДГАР"
"TID_TRUE_SILVER_EDGAR_SKIN","СРІБНИЙ ЕДГАР"
"TID_TRUE_SILVER_EDGAR_SKIN_SHOP","СРІБНИЙ\nЕДГАР"
"TID_CAESAR_BRONSON_SKIN","ЦЕЗАР СЕМ"
"TID_CAESAR_BRONSON_SKIN_SHOP","ЦЕЗАР\nСЕМ"
"TID_MECHA_MORIS_SKIN","МОРТІС-МЕХА"
"TID_MECHA_MORTIS_SKIN_SHOP","МОРТІС-МЕХА\n"
"TID_DARK_MECHA_MORTIS_SKIN","ТЕМНИЙ МОРТІС-МЕХА"
"TID_DARK_MECHA_MORTIS_SKIN_SHOP","ТЕМНИЙ\nМОРТІС-МЕХА"
"TID_LIGHT_MECHA_MORTIS_SKIN","СВІТЛИЙ МОРТІС-МЕХА"
"TID_DARK_MECHA_MORTIS_SKIN_SHOP","СВІТЛИЙ\nМОРТІС-МЕХА"
"TID_OUTLAW_LOLA_SKIN","ЛИХА ЛОЛА"
"TID_OUTLAW_LOLA_SKIN_SHOP","ЛИХА\nЛОЛА"
"TID_OUTLAW_CROW","КІСТЯНИЙ ВОРОН"
"TID_OUTLAW_CROW_SKIN_SHOP","КІСТЯНИЙ\nВОРОН"
"TID_OUTLAW_POCO_SKIN","ДЕСПЕРАДО ПОКО"
"TID_OUTLAW_POCO_SKIN_SHOP","ДЕСПЕРАДО\nПОКО"
"TID_BROKER_PAM_SKIN","ФІНАНСИСТКА ПЕМ"
"TID_BROKER_PAM_SKIN_SHOP","ФІНАНСИСТКА\nПЕМ"
"TID_MOON_FESTIVAL_SQUEAK_SKIN","МІСЯЧНИЙ ЗАЄЦЬ СКУЇК"
"TID_MOON_FESTIVAL_SQUEAK_SKIN_SHOP","МІСЯЧНИЙ ЗАЄЦЬ\nСКУЇК"
"TID_BRAWLOWEEN_LEON_SKIN","ГЕЛЛОВІНСЬКИЙ ЛЕОН"
"TID_BRAWLOWEEN_LEON_SKIN_SHOP","ГЕЛЛОВІНСЬКИЙ\nЛЕОН"
"TID_HINT_45","Не забувай вводити код автора в магазині."
"TID_HINT_46","Заходь у гру щодня, щоб отримувати щоденні нагороди!"
"TID_HINT_47","Іноді в броулболі варто передати м’яч суперникам, щоб змусити їх витратити боєприпаси!"
"TID_HINT_48","Використовуй значки та спреї, щоб виражати настрій у грі."
"TID_HINT_49","На відміну від стін, огорожу можна прострелити наскрізь!"
"TID_HINT_50","Співпраця — запорука успіху!"
"TID_HINT_51","Не подобається розташування джойстиків? Його можна змінити за допомогою функції «Випробувати»."
"TID_HINT_52","Використовуй Супер, щоб завдати супер удару по м’ячу в броулболі!"
"TID_HINT_53","Набравши найбільше кристалів у режимі «Захоплення кристалів», старайся захищатися, а не атакувати."
"TID_HINT_54","Якщо товариші по команді загинули, дочекайся їх повернення, щоб атакувати разом!"
"TID_HINT_55","Бери участь у дружніх боях, щоб потренуватися і відточити навички!"
"TID_HINT_56","У деяких бійців є особливості, про які можна дізнатися на екрані показників бійця."
"TID_HINT_57","Переконайся, що твій союзник живий, перш ніж підібрати кубик підсилення в парному зіткненні."
"TID_HINT_58","Використовуй функцію пошуку команди під час гри в випробуваннях!"
"TID_HINT_59","Бережись пасток Бо, вони можуть бути де завгодно!"
"TID_HINT_60","Супер Лу допомагає контролювати територію. Використовуй його в стратегічно важливих місцях карти!"
